ServCode;latitude;longitude;conceptKeyword;VarCode;VarName;datatype;valuetype,sample medium;Sitename;ValueCount;Organization
ShaleNetworkODM; 41.62319815; -76.32613414; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_161-well; 1; Shale Network
ShaleNetworkODM; 41.67359943; -76.35098876; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_264-well; 1; Shale Network
ShaleNetworkODM; 41.61803263; -76.30933543; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_280-well; 1; Shale Network
ShaleNetworkODM; 41.67601364; -76.70519961; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_187-well; 1; Shale Network
ShaleNetworkODM; 41.65032319; -76.37289545; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_168-well; 1; Shale Network
ShaleNetworkODM; 41.6702541; -76.28087257; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_114-well; 1; Shale Network
ShaleNetworkODM; 41.67295743; -76.28226732; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_057-well; 1; Shale Network
ShaleNetworkODM; 41.68677915; -76.27941216; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_226-well; 1; Shale Network
ShaleNetworkODM; 41.68355405; -76.34566879; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_239-well; 1; Shale Network
ShaleNetworkODM; 41.66731234; -76.30819079; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_080-well; 2; Shale Network
ShaleNetworkODM; 41.66879034; -76.32917386; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_166-well; 1; Shale Network
ShaleNetworkODM; 41.68428417; -76.27631081; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_251-well; 1; Shale Network
ShaleNetworkODM; 41.67143851; -76.28283297; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_027-well; 1; Shale Network
ShaleNetworkODM; 41.5911752; -76.34618958; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_290-well; 1; Shale Network
ShaleNetworkODM; 41.57378641; -76.36129732; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_084-well; 1; Shale Network
ShaleNetworkODM; 41.66633511; -76.30949834; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_033-well; 2; Shale Network
ShaleNetworkODM; 41.62098; -76.30597; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_079-well; 1; Shale Network
ShaleNetworkODM; 41.69302158; -76.32870921; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_025-well; 1; Shale Network
ShaleNetworkODM; 41.58441365; -76.35468075; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_077-well; 1; Shale Network
ShaleNetworkODM; 41.61926793; -76.30415962; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_270-well; 1; Shale Network
ShaleNetworkODM; 41.6770038; -76.73849184; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_190-well; 1; Shale Network
ShaleNetworkODM; 41.64304056; -76.27883669; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_042-well; 1; Shale Network
ShaleNetworkODM; 41.65843536; -76.35493946; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_023-well; 1; Shale Network
ShaleNetworkODM; 41.65449331; -76.358326; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_162-well; 1; Shale Network
ShaleNetworkODM; 41.67495671; -76.71339057; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_183-well; 2; Shale Network
ShaleNetworkODM; 41.6170939; -76.3584788; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_040-well; 1; Shale Network
ShaleNetworkODM; 41.66022693; -76.33557649; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_284-well; 1; Shale Network
ShaleNetworkODM; 41.62276761; -76.33509315; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_147-well; 1; Shale Network
ShaleNetworkODM; 41.6591053; -76.33999578; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_121-well; 1; Shale Network
ShaleNetworkODM; 41.5870325; -76.31642466; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_289-well; 1; Shale Network
ShaleNetworkODM; 41.6677198; -76.30230892; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_187-well; 1; Shale Network
ShaleNetworkODM; 41.59699432; -76.345833; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_074-well; 1; Shale Network
ShaleNetworkODM; 41.58590535; -76.35962454; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_017-well; 1; Shale Network
ShaleNetworkODM; 41.66231404; -76.31001049; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_041-well; 1; Shale Network
ShaleNetworkODM; 41.62226605; -76.32473804; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_215-well; 1; Shale Network
ShaleNetworkODM; 41.65795603; -76.75893311; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_193-well; 1; Shale Network
ShaleNetworkODM; 41.6190306; -76.30793314; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_197-well; 1; Shale Network
ShaleNetworkODM; 41.66916065; -76.33176287; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_171-well; 1; Shale Network
ShaleNetworkODM; 41.63452244; -76.30239899; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_227-well; 1; Shale Network
ShaleNetworkODM; 41.667384; -76.345698; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_262-well; 1; Shale Network
ShaleNetworkODM; 41.67510458; -76.71281252; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_194-well; 2; Shale Network
ShaleNetworkODM; 41.64135263; -76.29834796; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_172-well; 1; Shale Network
ShaleNetworkODM; 41.670304; -76.32925573; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_052-well; 1; Shale Network
ShaleNetworkODM; 41.618339; -76.316069; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_010-well; 1; Shale Network
ShaleNetworkODM; 41.58156184; -76.36231454; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_039-well; 1; Shale Network
ShaleNetworkODM; 41.62604469; -76.35475123; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_217-well; 1; Shale Network
ShaleNetworkODM; 41.5869443; -76.35812571; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_213-well; 1; Shale Network
ShaleNetworkODM; 41.60506829; -76.34170772; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_043-well; 1; Shale Network
ShaleNetworkODM; 41.69451964; -76.28892591; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_146-well; 1; Shale Network
ShaleNetworkODM; 41.66979031; -76.35552574; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_018-well; 1; Shale Network
ShaleNetworkODM; 41.66811479; -76.34379466; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_177-well; 1; Shale Network
ShaleNetworkODM; 41.62786783; -76.34914165; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_157-well; 1; Shale Network
ShaleNetworkODM; 41.66955246; -76.33798674; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_061-well; 1; Shale Network
ShaleNetworkODM; 41.67188167; -76.28463563; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_223-well; 1; Shale Network
ShaleNetworkODM; 41.67291478; -76.33159099; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_200-well; 1; Shale Network
ShaleNetworkODM; 41.63607; -76.29926; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_056-well; 1; Shale Network
ShaleNetworkODM; 41.6678372; -76.34953297; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_256-well; 1; Shale Network
ShaleNetworkODM; 41.66455053; -76.30793238; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_104-well; 1; Shale Network
ShaleNetworkODM; 41.66966545; -76.3307206; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_273-well; 1; Shale Network
ShaleNetworkODM; 41.65415551; -76.33192591; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_279-well; 1; Shale Network
ShaleNetworkODM; 41.62751509; -76.36264438; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_155-well; 1; Shale Network
ShaleNetworkODM; 41.67518249; -76.31801589; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_150-well; 1; Shale Network
ShaleNetworkODM; 41.641411; -76.38924962; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_120-well; 1; Shale Network
ShaleNetworkODM; 41.62335074; -76.31734478; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_067-well; 1; Shale Network
ShaleNetworkODM; 41.64017; -76.27991; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_228-well; 1; Shale Network
ShaleNetworkODM; 41.68340262; -76.28025436; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_115-well; 1; Shale Network
ShaleNetworkODM; 41.64494173; -76.2756624; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_063-well; 1; Shale Network
ShaleNetworkODM; 41.61430593; -76.34175914; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_009-well; 1; Shale Network
ShaleNetworkODM; 41.62714074; -76.33080992; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_108-well; 1; Shale Network
ShaleNetworkODM; 41.6553479; -76.30859655; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_049-well; 2; Shale Network
ShaleNetworkODM; 41.65763711; -76.37531536; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_241-well; 1; Shale Network
ShaleNetworkODM; 41.60529538; -76.34713463; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_066-well; 1; Shale Network
ShaleNetworkODM; 41.65758971; -76.33478109; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_274-well; 1; Shale Network
ShaleNetworkODM; 41.66900216; -76.31667084; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_170-well; 2; Shale Network
ShaleNetworkODM; 41.65349287; -76.35827889; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_183-well; 1; Shale Network
ShaleNetworkODM; 41.62949819; -76.3798285; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_195-well; 1; Shale Network
ShaleNetworkODM; 41.65787196; -76.31015436; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_233-well; 1; Shale Network
ShaleNetworkODM; 41.65955841; -76.33701883; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_020-well; 1; Shale Network
ShaleNetworkODM; 41.63034791; -76.30622491; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_055-well; 1; Shale Network
ShaleNetworkODM; 41.65397471; -76.26392131; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_198-well; 1; Shale Network
ShaleNetworkODM; 41.66915637; -76.33243015; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_078-well; 1; Shale Network
ShaleNetworkODM; 41.67473603; -76.31620696; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_190-well; 1; Shale Network
ShaleNetworkODM; 41.63865096; -76.34582246; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_051-well; 1; Shale Network
ShaleNetworkODM; 41.77374; -76.40073; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_112-well; 1; Shale Network
ShaleNetworkODM; 41.60291709; -76.3314877; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_136-well; 1; Shale Network
ShaleNetworkODM; 41.65637502; -76.37152495; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_005-well; 1; Shale Network
ShaleNetworkODM; 41.62866397; -76.31790868; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_071-well; 1; Shale Network
ShaleNetworkODM; 41.67072193; -76.28553004; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_125-well; 1; Shale Network
ShaleNetworkODM; 41.65535077; -76.36688389; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_006-well; 1; Shale Network
ShaleNetworkODM; 41.66873341; -76.33506779; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_011-well; 1; Shale Network
ShaleNetworkODM; 41.66323918; -76.29771363; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_046-well; 1; Shale Network
ShaleNetworkODM; 41.67106185; -76.28724021; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_060-well; 1; Shale Network
ShaleNetworkODM; 41.66604067; -76.34504033; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_156-well; 1; Shale Network
ShaleNetworkODM; 41.67224785; -76.28088646; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_250-well; 1; Shale Network
ShaleNetworkODM; 41.65215262; -76.35455101; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_111-well; 1; Shale Network
ShaleNetworkODM; 41.64667087; -76.28588904; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_091-well; 1; Shale Network
ShaleNetworkODM; 41.60628009; -76.33981862; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_140-well; 1; Shale Network
ShaleNetworkODM; 41.63592502; -76.34586553; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_238-well; 1; Shale Network
ShaleNetworkODM; 41.63256149; -76.34728028; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_145-well; 1; Shale Network
ShaleNetworkODM; 41.64214812; -76.27729083; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_154-well; 1; Shale Network
ShaleNetworkODM; 41.66751705; -76.36732712; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_022-well; 1; Shale Network
ShaleNetworkODM; 41.67751768; -76.28084475; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_095-well; 1; Shale Network
ShaleNetworkODM; 41.6390393; -76.3416091; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_231-well; 1; Shale Network
ShaleNetworkODM; 41.64380007; -76.33955756; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_258-well; 1; Shale Network
ShaleNetworkODM; 41.67482748; -76.70478938; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BL_188-well; 1; Shale Network
ShaleNetworkODM; 41.69461448; -76.28820589; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_271-well; 1; Shale Network
ShaleNetworkODM; 41.65782375; -76.3669465; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_272-well; 1; Shale Network
ShaleNetworkODM; 41.65184465; -76.33611521; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_268-well; 1; Shale Network
ShaleNetworkODM; 41.65261496; -76.32853253; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_058-well; 1; Shale Network
ShaleNetworkODM; 41.61997; -76.30597; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_031-well; 1; Shale Network
ShaleNetworkODM; 41.65536393; -76.30756581; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_282-well; 1; Shale Network
ShaleNetworkODM; 41.6026853; -76.34918823; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_068-well; 1; Shale Network
ShaleNetworkODM; 41.63390129; -76.32349544; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_109-well; 1; Shale Network
ShaleNetworkODM; 41.65846; -76.26709; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_087-well; 1; Shale Network
ShaleNetworkODM; 41.61741624; -76.34132359; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_029-well; 1; Shale Network
ShaleNetworkODM; 41.63150206; -76.34801855; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_230-well; 1; Shale Network
ShaleNetworkODM; 41.66900681; -76.3303309; Carbonate (CO3); ShaleNetwork:Pre_drill_Carbonate_as_CaCO3; Carbonate; Sporadic; Sample; Groundwater; PA_DEP_Pre_drill_data_BT_199-well; 2; Shale Network
